XLI,QQQ,SPY,DIA,GLD,VXX,USO,IWM,XLE,XLY,XLU,XLB,XTL,XLV,XLP,XLF,XLK
-0.3760983337633732,0.0963132017880354,0.0282225444645405,-0.2427964158636797,0.4199980000000209,-10.40000018284104,0.0,0.5346409424747378,0.0281861392503728,0.0957585937595268,0.0983114186375289,-0.0937126231832934,0.0190760873586626,-0.0095285499924386,0.3134994751644449,0.0189986014935499,0.0756679126226345
0.3760992781843768,0.4815756431125848,0.874935568765352,0.7284051287898023,0.4900059999999939,-3.5199999050359736,0.25,0.926067175927443,0.9959415659546238,0.0,-0.0446861155599194,0.3373731332311322,0.0,0.0,0.1290870964713875,0.1044923200540193,0.2364622171544539
0.1504404637276692,0.0963132022974662,-0.1034870539080827,0.1494203627601393,0.2399910000000034,6.559999829166657,-0.0700000000000002,-0.1718482965088412,-0.46038707675973,0.306430566621195,-0.1519376178786302,0.1030859495757638,0.0190722725710728,-0.1429549367557285,-0.0737664246859424,-0.1424895236463346,0.0662113125009824
-0.1410398169170008,-0.4912013662324455,0.018819420123961,-0.2054487969878948,-0.5199890000000096,-8.800000154277711,-0.1799999999999997,-0.2291278756233765,0.206706182792935,0.1532143295874632,0.0804366146925588,0.0187438367897669,-0.4292129198495757,-0.0953036072705089,0.1198646780463903,0.0664951091914307,-0.2270027827323879
0.2444648092346355,-0.0481604535163455,-0.0564450890585561,-0.1680937057229528,0.4299919999999986,-0.4800000106081938,0.4599989999999998,-0.1909386243974751,-0.2348923241367586,-0.2010979318514572,-0.0357505008158938,-0.1686870379179765,0.0,0.3526297315858144,-0.0645476970803926,0.0189986020761239,0.0094565972808489
-0.7334000724454697,-0.94388728118971,-1.759260158586713,-1.5035057587610083,-2.980011000000019,9.91999982931864,-0.6300020000000011,-1.412963190045403,-1.343584103657399,-0.4596458590247252,0.0178748039162428,-0.6560024279906713,0.0,-0.3812153835607503,-0.0829851536895063,-0.2089846276150631,-0.406715966573536
-0.244463876628707,-0.2600518101839668,-0.0470419645059934,-0.4856003037995151,0.410002999999989,-6.880000214082486,0.380001,-0.3150544086678195,0.5073608453944374,-0.2298210136792136,0.1072479273433941,-0.2155433529312915,0.0,0.0,-0.1106459493262974,0.1044923167358238,-0.1040443248410945
0.0658177034731863,-0.0866836146083684,0.1222923611140771,0.3361883458153727,1.33000100000001,-3.840000084865636,0.3600010000000004,0.3341466486159845,0.5261635034167895,0.1340624158463867,0.0714974263266938,0.2155424142894091,0.0,0.1238930701629854,0.0829860761209531,-0.0189986037735856,-0.0756679082437301
0.5547492163679166,0.7512608867517514,1.778078633360792,1.5875563323109958,0.6900019999999927,-9.920000278651711,0.2900009999999966,0.6682923471712172,0.8268191003501428,0.6128601807094043,0.2234350428494949,0.4779458217313248,0.0,0.390748699429615,0.2673975287712977,0.3134769381373221,0.2932141004297151
-0.0752183518008564,-0.0385270138074957,-0.0094162954872558,-0.1213982079237467,-0.2199860000000058,-2.2400000531107764,0.3200000000000003,-0.1623059925227892,0.4040147956117366,-0.0383047785461414,0.0178756970627844,-0.0562258878938806,0.0,0.1048359694111766,-0.0829851520349791,-0.0379972070844694,-0.0283754660056665
0.2068537579891796,-0.067419625506389,0.3669053075909119,0.27081857053048,-0.5399940000000072,-4.639999931496078,-0.0200010000000006,-0.2386768629621087,0.4322009350524993,0.2968555765126126,0.0446905832661741,0.2249129235677855,0.0,0.3812163306939879,0.0553206705228817,-0.0189986029810285,-0.0662094222222222
0.7145941006582603,0.9438872919176546,1.2512430681872502,1.3727736663993113,0.3800050000000112,0.9600000280155712,0.2099990000000033,0.5919214785337061,0.7798443905341585,0.3830401242819548,0.1340619225248431,0.3748551905421919,0.0,0.1906100730455975,0.0184411458951814,-0.0189986017699119,0.463465956310678
0.0752183529334971,0.2504212614921144,0.0752645088876136,0.0466954977661515,-0.3499909999999886,-3.68000005498007,0.3999970000000061,-0.5728301925157382,-0.0657698507549042,0.1819460235668302,-0.0178756971453282,0.2155424137400601,0.0190760875587443,-0.0762455540912014,-0.110649640286816,-0.1044923150684944,0.0662094217944293
-0.1880515204576767,-0.8090509238705721,-0.4515720031793364,-0.2899777381017401,0.6999969999999962,4.159999940909103,0.0400010000000037,-0.3818848892704523,0.3570335148138923,-0.2298248399910392,0.1429984296787054,0.0843393013546744,0.0858423936540475,-0.3430973671632387,-0.0461019419238084,-0.1044923122392216,-0.2648386343050752
0.3384919797039956,0.4526782101787177,0.5832806610509209,0.8324883621245647,0.5299990000000037,-3.3600001045518866,-0.0200000000000031,0.1527493716621535,0.7234645960514072,0.0383047785580856,-0.1161871180152402,0.0843439855000198,0.1812209218477392,-0.0667131925056381,-0.0553206693306194,0.1424895231416556,0.1986282640449452
